websites,Root CA,LastInterCA
oasis-open.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
movieranker.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
colby.edu,Comodo CA Limited,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
arin.net,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
agar.io,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
origo.hu,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
cleverreach.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
jnto.go.jp,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
u-bordeaux.fr,Comodo CA Limited,"{'C': 'NL', 'O': 'GEANT Vereniging', 'CN': 'GEANT OV RSA CA 4'}"
doostihaa.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
hitwebcounter.com,Comodo CA Limited,"{'C': 'US', 'ST': 'TX', 'L': 'Houston', 'O': 'cPanel, Inc.', 'CN': 'cPanel, Inc. Certification Authority'}"
airbnb.com.au,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS RSA SHA256 2020 CA1'}"
santander.co.uk,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2014 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1M'}"
nopcommerce.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
k12.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
breastcancer.org,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
springernature.com,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign Atlas R3 DV TLS CA 2020'}"
incompetech.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
rtings.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
tcl.com,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
super.cz,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
tripadvisor.jp,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
affirm.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
ina.fr,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign GCC R3 DV TLS CA 2020'}"
csu.edu.au,QuoVadis Limited,"{'C': 'BM', 'O': 'QuoVadis Limited', 'CN': 'QuoVadis Global SSL ICA G3'}"
kanal247.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
pho.to,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
kurir.rs,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
shabdkosh.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
node4.co.uk,"Starfield Technologies, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'Starfield Technologies, Inc.', 'OU': 'http://certs.starfieldtech.com/repository/', 'CN': 'Starfield Secure Certificate Authority - G2'}"
truepush.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
coding.net,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1'}"
xiaomi.cn,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
nvsp.in,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1'}"
ideo.com,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2012 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1K'}"
agorapulse.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
paystack.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
snip.ly,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
cdw.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
bibliocommons.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
jotform.us,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
swebgames.site,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
cnpc.com.cn,COMODO CA Limited,"{'C': 'CN', 'ST': 'Guangdong', 'L': 'Shenzhen', 'O': 'WoTrus CA Limited', 'OU': 'Controlled by Sectigo exclusively for WoTrus CA Limited', 'CN': 'WoTrus DV Server CA'}"
rainews.it,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
iccwbo.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
digialm.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
browsehappy.com,Comodo CA Limited,"{'C': 'US', 'ST': 'TX', 'L': 'Houston', 'O': 'cPanel, Inc.', 'CN': 'cPanel, Inc. Certification Authority'}"
nysenate.gov,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
viptijian.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
aladin.co.kr,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
scripps.edu,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
revolve.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
tymoff.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
ilbe.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
realvnc.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
moscow-brides.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
capital.fr,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
ivisa.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
easywp.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
yasour.org,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
edgenuity.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
sega.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
lyst.co.uk,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
ecuavisa.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
success.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
lls.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS RSA SHA256 2020 CA1'}"
google.com.na,GlobalSign,"{'C': 'US', 'O': 'Google Trust Services', 'CN': 'GTS CA 1O1'}"
beatstars.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
adfoc.us,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
36dm.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
usra.edu,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
total.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'COMODO CA Limited', 'CN': 'COMODO RSA Extended Validation Secure Server CA'}"
huffingtonpost.com.au,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
ozy.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
bundesgesundheitsministerium.de,T-Systems Enterprise Services GmbH,"{'C': 'DE', 'O': 'Verein zur Foerderung eines Deutschen Forschungsnetzes e. V.', 'OU': 'DFN-PKI', 'CN': 'DFN-Verein Global Issuing CA'}"
enetget.com,Comodo CA Limited,"{'C': 'US', 'ST': 'TX', 'L': 'Houston', 'O': 'cPanel, Inc.', 'CN': 'cPanel, Inc. Certification Authority'}"
sipri.org,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
stacksocial.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
filecrypt.co,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
blox.pl,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
gratisography.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
samandehi.ir,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
gimmemore.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
linguee.es,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
cqu.edu.cn,DigiCert Inc,"{'C': 'CN', 'O': 'TrustAsia Technologies, Inc.', 'OU': 'Domain Validated SSL', 'CN': 'TrustAsia TLS RSA CA'}"
clearbit.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
toyota.co.jp,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
dailyfx.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert Secure Site ECC CA-1'}"
mymove.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
tallahassee.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
u-strasbg.fr,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Comodo CA Limited', 'CN': 'AAA Certificate Services'}"
homes.com,Entrust.net,"{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2012 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1K'}"
minecraft-mp.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
pogo.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
gamefaqs.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
remax.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
zf.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
automizely.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
multiscreensite.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
wweek.com,GlobalSign,"{'C': 'US', 'O': 'Google Trust Services', 'CN': 'GTS CA 1D2'}"
kanald.com.tr,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'AlphaSSL CA - SHA256 - G2'}"
jkanime.net,"Starfield Technologies, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'Starfield Technologies, Inc.', 'OU': 'http://certs.starfieldtech.com/repository/', 'CN': 'Starfield Secure Certificate Authority - G2'}"
uxplanet.org,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
c-and-a.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
smartthings.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
healthcareitnews.com,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2014 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1M'}"
wbir.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
caradisiac.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
pr.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
plymouth.ac.uk,QuoVadis Limited,"{'C': 'BM', 'O': 'QuoVadis Limited', 'CN': 'QuoVadis Global SSL ICA G3'}"
mattcutts.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
yellowpages.ca,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2012 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1K'}"
jstv.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust CN RSA CA G1'}"
christianbook.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
zhipin.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
budgetphone.nl,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Extended Validation Secure Server CA'}"
uni.edu,The USERTRUST Network,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
zybang.com,DigiCert Inc,"{'C': 'CN', 'O': 'TrustAsia Technologies, Inc.', 'OU': 'Domain Validated SSL', 'CN': 'TrustAsia TLS RSA CA'}"
copernicus.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
goo-net.com,SECOM Trust.net,"{'C': 'JP', 'O': 'SECOM Trust Systems CO.,LTD.', 'CN': 'SECOM Passport for Web SR 3.0 CA'}"
csair.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert CN RSA CA G1'}"
shimano.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
popular.com.kh,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
huami.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
scikit-learn.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
econlib.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
codeforces.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
business-cambodia.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
ygdy8.net,DigiCert Inc,"{'C': 'CN', 'O': 'TrustAsia Technologies, Inc.', 'OU': 'Domain Validated SSL', 'CN': 'TrustAsia TLS RSA CA'}"
ipb.ac.id,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
niazerooz.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
npmjs.org,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
frontpagemag.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
kontiki.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
powr.io,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
libertymutual.com,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2012 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1K'}"
freemalaysiatoday.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
sli.do,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
secunia.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
qccoccocmedia.vn,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'AlphaSSL CA - SHA256 - G2'}"
lawyers.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
thequint.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
mrrebates.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
lmu.edu,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
nsf.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
kucoin.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
pornhubsurvey.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS Hybrid ECC SHA384 2020 CA1'}"
willhaben.at,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign GCC R3 DV TLS CA 2020'}"
cepal.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
sonicwall.com,"GoDaddy.com, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'CN': 'Go Daddy Root Certificate Authority - G2'}"
ksat.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
nintendolife.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
vitkac.com,Unizeto Sp. z o.o.,"{'C': 'PL', 'O': 'Unizeto Technologies S.A.', 'OU': 'Certum Certification Authority', 'CN': 'Certum Organization Validation CA SHA2'}"
banorte.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
orkut.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert Secure Site ECC CA-1'}"
neakriti.gr,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
shareae.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
englishclub.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
appcast.io,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
acefitness.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
oldlayout.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
mywot.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
jarir.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS RSA SHA256 2020 CA1'}"
mcsweeneys.net,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
cnyes.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
iec.ch,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
st001.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'RapidSSL RSA CA 2018'}"
scimagojr.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
fox2now.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
themeansar.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
essaywriter.org,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
google.bi,GlobalSign,"{'C': 'US', 'O': 'Google Trust Services', 'CN': 'GTS CA 1O1'}"
zipcar.com,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign Atlas R3 DV TLS CA 2020'}"
uofmhealth.org,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
teluguadda.co.in,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
userzoom.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
feednews.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
nwpu.edu.cn,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign GCC R3 DV TLS CA 2020'}"
eol.org,Comodo CA Limited,"{'C': 'US', 'ST': 'New Jersey', 'L': 'Jersey City', 'O': 'The USERTRUST Network', 'CN': 'USERTrust RSA Certification Authority'}"
childrenshospital.org,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign Atlas R3 DV TLS CA 2020'}"
ratopati.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
asrock.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
